id,height,width,x,y,bbox_width,bbox_height
53,872,928,343,478,165,392
44,842,683,299,274,45,152
43,948,448,403,71,270,337
17,489,876,65,212,335,223
27,724,833,23,280,234,397
32,1002,406,445,236,53,222
58,883,564,403,102,296,247
50,693,775,442,324,374,190
34,689,507,158,3,358,323
69,856,573,374,289,225,171
67,939,293,495,159,75,179
2,653,953,241,485,209,116
39,682,460,71,80,96,213
5,635,469,400,33,145,141
13,715,758,222,190,262,113
43,726,942,159,500,278,309
14,421,621,13,171,105,87
9,586,794,63,326,68,345
2,532,601,69,356,42,313
1,773,554,242,57,378,242
44,582,593,128,104,123,148
78,401,824,174,433,234,50
28,880,667,384,345,224,392
34,895,458,497,43,135,90
75,649,743,224,192,320,272
74,808,526,467,152,226,106
0,1186,714,493,410,216,399
62,409,325,199,28,186,144
67,703,156,333,13,97,228
36,433,824,70,168,264,128
53,563,528,17,222,238,154
10,685,762,496,423,98,112
77,815,910,344,483,55,224
6,911,379,236,6,128,305
35,708,867,322,344,400,75
73,396,566,103,270,76,50
31,682,618,239,241,115,293
21,340,802,43,355,239,44
3,494,1139,170,489,340,223
36,730,740,363,463,67,172
33,216,613,61,208,227,78
50,701,686,90,407,164,235
21,609,599,385,25,353,65
41,517,943,161,381,376,197
49,416,1001,245,333,309,62
66,907,550,463,53,313,333
61,694,350,186,61,76,236
33,581,418,193,65,97,161
21,633,714,322,447,113,232
39,815,1088,120,421,269,382
7,863,923,434,230,334,137
20,587,523,331,55,358,111
7,527,767,327,346,64,145
73,875,400,139,205,88,387
48,634,598,123,283,229,123
21,736,653,385,377,219,301
41,827,642,354,113,272,248
70,318,571,123,229,198,84
49,460,849,332,348,147,43
20,786,1077,322,480,217,81
0,936,851,318,481,310,227
74,846,765,447,321,331,335
77,833,739,227,242,280,258
25,239,649,86,87,198,89
27,789,1116,411,388,358,273
55,901,892,368,449,71,349
74,684,542,349,35,349,281
19,1020,902,477,473,379,246
50,428,943,84,280,321,124
25,850,834,469,446,275,137
32,529,577,104,95,323,63
39,486,672,133,146,174,117
44,559,596,134,30,253,287
57,548,829,260,281,149,84
78,701,852,278,200,331,303
37,461,598,43,265,225,66
69,307,734,89,310,338,119
57,680,619,231,46,378,82
51,777,525,365,359,68,322
73,536,933,86,335,366,178
55,590,622,98,85,376,102
12,364,354,68,194,47,144
50,756,873,199,369,372,220
32,619,716,35,373,223,295
50,1063,691,463,414,184,301
1,735,430,218,75,299,170
75,482,548,117,254,229,121
79,631,647,87,230,241,146
49,513,769,203,91,397,265
2,732,792,438,476,143,42
17,696,590,344,78,387,225
32,866,832,412,192,342,277
58,710,578,296,200,337,204
16,879,780,486,125,316,226
39,938,640,350,353,186,384
1,652,489,368,237,191,135
22,702,648,226,63,336,144
15,275,404,78,109,135,78
36,554,370,144,94,127,314
54,421,581,39,56,360,94
41,421,534,47,105,109,109
2,593,419,298,163,109,214
14,815,842,322,342,294,386
74,747,482,399,0,182,94
11,858,500,437,118,203,361
24,230,461,128,42,240,60
2,441,794,166,347,224,148
25,878,551,428,94,187,216
23,724,875,18,458,326,395
34,1022,353,380,22,70,245
75,434,892,252,387,381,111
0,612,624,262,100,398,208
40,706,637,351,236,178,273
67,880,569,326,74,145,339
28,813,742,268,128,359,378
8,850,749,417,406,205,393
37,470,691,33,100,276,147
48,1025,735,438,382,309,282
24,382,424,179,204,91,90
37,1081,684,475,93,318,299
35,895,633,265,301,190,365
75,646,729,228,165,311,108
24,906,721,424,206,270,369
42,663,573,97,139,298,398
72,536,773,47,281,101,253
5,978,597,301,155,188,329
21,340,579,20,37,389,202
31,291,555,104,70,356,122
31,523,805,399,165,355,77
62,753,515,366,153,197,324
60,1011,660,302,137,399,364
15,653,794,366,230,282,192
55,347,711,44,106,394,89
73,489,806,88,292,222,168
18,916,619,475,405,144,87
28,662,265,152,32,161,373
40,490,642,52,102,228,394
54,777,990,329,430,349,243
38,816,644,306,185,158,296
32,506,603,156,138,215,133
55,583,339,220,10,256,80
31,1231,592,494,139,339,352
60,584,425,26,77,279,306
52,1046,872,292,500,44,360
20,518,545,336,181,321,77
26,823,673,412,300,224,155
44,774,650,398,380,173,209
65,958,587,500,91,243,77
29,366,810,47,293,182,122
19,651,472,360,129,125,92
41,787,767,461,388,214,222
8,687,968,197,406,166,267
69,372,591,139,149,43,126
40,577,721,78,343,301,217
29,617,888,167,385,148,119
15,846,576,195,439,85,316
52,880,1084,475,433,381,213
58,554,829,369,182,281,60
36,925,531,378,86,334,214
62,792,948,289,469,178,174
60,394,833,142,113,386,97
36,382,692,105,243,183,216
73,654,1180,225,433,364,107
75,462,733,8,341,139,168
4,650,1214,111,465,373,307
79,769,988,273,348,268,136
13,722,597,388,98,103,58
8,978,879,386,303,265,335
64,788,837,292,366,286,331
57,896,713,423,156,335,76
76,354,702,122,260,60,101
62,802,463,421,175,196,196
21,840,953,382,388,379,143
22,796,745,247,332,215,325
4,723,787,219,139,298,170
13,829,742,343,226,301,108
32,1062,891,299,381,225,396
79,853,445,275,322,61,346
17,644,286,131,65,168,321
57,241,572,90,131,61,97
57,615,563,270,153,65,218
22,332,571,44,157,84,95
55,654,934,152,303,268,261
24,903,769,411,300,90,221
34,1067,495,309,89,353,395
39,837,689,444,263,275,151
53,855,424,335,148,233,220
19,735,364,315,107,58,235
15,636,924,388,419,398,152
40,834,957,264,374,356,205
30,776,726,294,325,313,122
13,592,443,150,272,84,176
34,637,877,74,197,399,317
55,979,323,428,2,226,307
58,790,382,115,9,47,329
34,566,487,395,153,146,96
11,472,1025,218,396,364,107
31,547,972,184,318,327,298
5,836,792,326,373,255,130
67,779,808,376,226,317,344
18,511,1106,32,421,382,302
45,513,678,64,406,182,249
49,753,896,238,333,345,318
29,1005,514,435,308,101,398
38,488,849,37,223,286,255
61,434,495,209,82,252,114
70,631,750,5,345,152,268
72,883,876,233,364,399,373
7,669,490,336,133,172,48
50,766,567,231,335,120,263
43,836,702,364,364,275,394
73,434,455,240,335,52,139
4,613,679,111,423,49,180
54,793,836,134,436,347,309
2,495,825,310,259,197,108
16,843,1102,113,459,262,399
42,441,555,29,66,362,59
35,900,691,371,448,108,381
22,1071,707,449,362,257,245
0,488,681,99,445,40,189
64,749,557,413,150,178,219
54,422,540,31,120,205,81
69,456,875,230,449,137,171
75,463,612,269,170,378,99
26,676,637,145,297,131,267
28,725,602,228,106,199,374
17,691,813,103,396,159,313
61,591,801,344,266,222,201
51,595,213,212,25,47,331
32,343,302,206,9,89,44
20,819,791,373,439,133,84
31,548,400,87,3,224,108
25,620,643,166,416,170,328
54,1007,1136,286,461,278,344
18,331,620,123,395,174,145
25,538,994,232,406,214,260
21,358,574,41,5,243,126
45,565,896,274,300,282,150
56,765,1002,129,436,344,254
7,754,841,124,341,390,279
79,733,1054,387,367,396,208
37,813,827,40,425,40,393
50,467,1121,18,490,261,218
73,960,398,320,95,97,371
58,620,793,125,353,306,138
4,356,710,69,480,127,212
63,650,611,303,56,222,148
47,555,273,120,108,82,225
1,872,543,354,95,332,130
60,584,602,359,373,71,115
22,1089,781,499,304,296,376
67,554,483,79,30,317,353
15,412,826,30,392,130,222
54,487,971,177,482,337,197
59,355,168,219,1,67,62
79,613,861,340,227,271,51
18,391,925,185,241,376,105
68,640,805,304,499,55,194
43,1009,1117,486,476,244,369
16,764,634,201,144,294,283
26,702,777,386,372,45,41
47,534,564,41,31,284,116
36,1134,633,452,21,220,382
66,863,415,206,165,100,379
50,626,721,191,274,96,111
79,890,953,418,440,332,177
48,609,638,376,310,140,136
47,720,918,88,170,376,261
36,687,832,166,361,87,214
50,658,794,213,340,155,83
14,1043,676,439,153,249,346
3,743,630,331,14,226,138
44,947,558,345,51,255,253
35,620,594,99,352,104,295
35,621,420,364,116,87,105
16,589,892,221,491,270,198
75,644,798,140,260,159,261
4,797,857,421,396,251,202
40,842,774,390,311,217,226
12,472,425,153,131,163,59
70,957,964,275,447,206,330
3,853,482,330,272,148,135
28,870,962,291,367,251,398
66,740,807,161,361,207,363
74,887,761,236,103,344,385
32,803,690,286,266,241,313
53,826,1010,471,463,397,113
73,347,598,35,18,243,54
7,578,476,84,280,48,119
45,238,720,109,231,259,58
1,444,966,106,474,160,122
79,823,833,113,279,330,326
11,696,1198,168,470,342,175
23,602,1009,119,406,241,149
11,700,838,455,231,278,113
65,478,612,298,254,132,47
48,1127,745,413,450,98,368
35,405,561,125,179,192,147
18,614,712,126,81,336,155
72,292,827,67,328,400,126
27,1061,873,325,447,370,356
55,689,717,360,137,206,133
78,649,962,61,395,270,375
41,818,963,264,378,360,192
34,631,935,296,244,391,199
64,608,951,265,450,277,233
78,1033,1015,439,425,352,303
21,881,926,188,500,193,357
74,307,659,13,209,156,128
71,935,507,352,50,397,274
38,705,721,414,381,254,163
75,487,446,63,305,74,136
21,782,865,496,476,158,106
59,917,438,232,77,184,296
41,992,801,409,387,134,215
64,495,660,235,98,326,163
24,1083,925,324,396,346,382
69,423,855,264,224,331,116
14,636,1000,101,470,391,350
44,586,710,15,413,174,278
53,806,575,92,189,182,321
41,788,957,136,427,144,278
36,752,653,345,67,211,143
29,845,871,413,479,99,110
36,797,415,442,110,244,87
22,729,880,111,289,225,276
12,387,776,11,68,308,67
16,602,422,85,122,172,183
53,822,766,279,310,207,278
55,592,707,72,219,388,234
11,593,814,57,242,333,302
62,411,900,195,449,215,77
56,959,1220,420,476,360,298
5,893,1087,414,467,361,371
4,634,189,194,0,100,358
33,1027,980,488,392,283,170
11,939,823,385,246,279,333
64,895,300,296,156,47,383
61,661,825,121,272,306,147
56,391,967,272,356,285,44
32,705,946,11,311,264,369
11,579,1092,207,360,400,217
42,696,655,136,437,162,351
4,858,618,175,164,142,330
59,482,266,324,64,158,97
77,938,964,268,473,110,382
9,794,430,305,97,84,105
47,820,982,412,454,246,231
25,767,705,298,121,378,275
9,759,1087,210,380,391,354
78,588,730,491,163,213,51
64,422,658,47,455,82,281
20,563,816,246,496,89,124
19,574,906,430,374,329,80
61,515,526,244,120,281,51
76,743,754,137,271,104,351
61,1112,674,482,212,221,305
61,424,961,86,340,259,288
43,886,369,374,44,146,141
67,682,732,360,361,140,235
50,599,587,339,142,152,69
4,521,814,213,433,240,165
6,536,985,68,372,326,125
74,796,699,257,383,99,383
67,977,513,318,367,89,311
45,586,645,367,337,69,86
0,181,689,19,151,336,92
49,955,926,410,443,387,373
3,741,921,303,398,204,223
67,849,628,427,162,164,114
43,566,1139,304,493,278,175
59,887,501,407,21,215,272
26,493,870,314,161,320,50
71,785,622,221,214,196,273
79,545,584,178,147,250,283
48,827,867,253,493,93,357
62,642,796,193,192,339,73
46,774,678,248,81,262,314
11,692,561,12,207,115,339
35,768,571,381,187,220,81
78,703,472,411,84,256,90
28,651,1028,402,477,258,78
37,739,246,266,152,53,258
46,604,838,260,392,234,140
65,839,676,418,331,98,285
1,448,603,214,240,171,178
60,620,546,251,42,150,325
16,618,656,167,448,79,332
39,756,832,27,309,246,331
39,1012,397,281,189,109,340
54,635,939,427,438,240,71
54,226,579,8,349,157,85
26,664,507,323,293,136,99
64,454,960,206,272,389,41
71,201,752,43,234,198,95
71,628,984,219,335,286,265
8,868,663,446,19,333,97
67,474,799,63,494,116,134
60,683,963,257,410,200,264
13,614,1098,96,428,321,328
41,803,800,400,492,72,334
54,573,572,64,195,145,262
17,882,632,208,319,230,380
66,363,924,114,281,333,98
67,818,802,142,389,217,293
78,712,290,358,15,218,76
70,431,1213,97,492,323,53
77,504,938,99,433,318,81
41,813,617,308,132,380,225
47,390,787,63,274,343,95
56,775,715,495,104,313,168
71,829,748,397,242,112,111
69,805,630,319,378,109,215
24,867,631,419,50,248,118
47,718,362,402,114,61,255
13,483,727,15,321,264,233
19,970,636,496,409,55,238
21,317,853,155,410,365,41
18,428,833,94,275,252,233
23,1170,664,498,218,106,308
5,961,827,473,172,379,137
24,1070,384,498,53,96,294
50,857,703,328,165,342,256
8,740,677,177,430,44,395
35,982,917,350,419,265,371
46,1094,819,454,134,362,320
12,741,391,258,48,130,270
70,727,482,275,49,292,154
36,450,536,11,209,152,305
67,1001,408,378,65,202,318
40,734,518,323,372,57,59
54,358,1063,209,457,321,60
30,726,565,424,312,129,138
1,408,925,105,417,188,70
6,1060,894,318,427,197,342
49,643,880,332,465,301,157
42,202,716,14,342,169,47
49,570,600,268,351,81,204
36,558,713,91,200,232,147
15,878,608,270,229,329,259
59,1121,576,413,275,60,367
58,591,574,292,101,293,208
64,388,480,98,187,44,152
50,984,859,388,496,213,285
65,580,586,372,342,134,71
66,799,460,382,134,220,154
66,1088,647,455,7,378,266
54,948,1001,414,452,187,389
75,684,471,181,123,80,209
11,789,984,245,454,216,293
25,637,893,277,399,362,177
12,788,1068,123,499,371,398
24,681,611,180,49,357,310
59,606,713,134,463,177,237
63,471,515,267,283,104,155
41,511,736,45,213,363,151
55,753,829,264,375,60,155
12,524,749,264,365,201,94
5,818,898,409,378,208,147
74,319,391,21,133,145,55
34,782,522,360,113,296,177
48,466,754,21,321,224,112
68,619,1113,129,447,398,263
78,529,566,65,190,94,365
46,710,996,388,298,310,271
20,799,1114,384,452,302,360
18,812,486,436,113,109,180
9,898,989,367,302,342,157
67,516,927,124,386,354,244
15,824,915,380,282,246,227
73,686,514,317,312,143,238
61,909,546,421,89,210,133
14,732,589,186,66,260,319
24,811,744,423,357,145,293
32,538,645,154,313,131,242
67,807,846,191,142,347,355
6,502,622,23,154,74,133
69,673,524,324,79,178,202
43,771,699,422,423,173,270
68,779,128,413,8,55,208
53,731,847,417,282,330,182
46,772,357,304,217,55,150
2,416,719,199,373,176,166
60,641,1005,59,321,298,285
78,849,572,426,35,369,121
3,1050,427,326,116,218,371
53,982,589,357,113,124,371
17,486,429,236,1,286,81
12,619,751,86,222,231,212
31,495,1014,145,375,376,148
49,1005,468,261,146,127,400
17,592,1129,252,492,262,177
21,853,1006,437,464,210,324
19,731,501,471,55,198,198
23,921,762,499,270,203,322
79,881,952,330,295,335,290
13,319,570,53,335,55,95
45,777,357,244,44,235,294
25,641,210,370,86,51,153
12,586,506,478,389,56,65
64,698,933,348,342,281,108
26,490,562,105,267,157,71
34,706,754,343,370,191,241
41,694,844,276,174,334,172
75,723,351,266,88,88,380
23,597,660,208,257,353,86
47,429,542,187,381,80,127
51,724,712,413,192,156,174
41,824,480,364,41,238,68
43,961,600,179,6,241,387
38,940,505,214,44,378,361
8,336,690,86,244,70,195
44,1097,781,439,453,130,390
25,675,269,120,34,141,371
11,664,1047,404,389,348,176
54,817,800,480,372,289,91
53,1181,216,466,63,103,377
26,632,929,223,364,336,268
6,335,926,142,496,185,143
31,823,845,350,341,261,376
76,366,822,102,360,205,66
41,719,925,216,388,343,329
75,933,384,435,278,64,378
57,806,886,382,399,322,207
26,821,760,393,314,171,195
18,414,708,21,107,269,115
65,442,432,210,228,84,181
71,568,704,326,23,353,120
36,144,769,49,168,366,44
15,988,715,232,332,228,365
36,712,804,242,396,260,344
1,710,809,70,289,210,309
6,510,198,369,35,54,55
21,486,646,182,199,86,53
22,840,793,226,227,210,366
70,805,461,223,208,106,198
26,642,670,386,248,229,84
59,383,813,145,252,393,85
17,934,445,256,32,79,380
66,582,418,414,106,188,93
11,693,556,285,110,80,205
42,803,1105,404,378,340,93
48,470,920,270,254,377,101
58,949,554,493,91,63,98
34,706,869,453,444,85,90
34,608,815,206,72,364,149
15,899,900,451,362,359,249
74,1077,640,485,148,320,259
68,810,414,226,22,57,224
2,1035,631,391,314,267,382
37,638,456,239,158,126,333
44,524,406,115,196,68,316
3,248,631,65,283,79,55
40,736,706,248,315,83,258
79,937,972,297,466,200,389
6,1005,326,494,190,50,111
61,881,1077,306,442,277,309
68,919,814,476,491,101,339
68,383,457,168,123,99,55
43,915,795,473,429,122,116
35,395,1023,106,444,194,87
74,647,391,421,250,46,63
39,619,768,424,474,124,74
35,374,782,35,256,285,257
5,1140,837,436,480,285,345
25,455,392,133,82,178,263
34,660,1070,205,490,281,195
25,307,844,32,222,389,140
64,771,612,152,100,251,294
24,566,1076,71,461,345,137
43,700,871,424,484,205,100
71,1070,535,417,47,189,372
76,742,513,263,317,111,215
57,347,969,215,202,370,75
12,521,690,282,342,200,140
41,758,802,179,428,142,220
33,644,978,431,404,308,50
74,744,733,179,291,52,242
70,1035,260,409,36,92,312
77,806,579,490,247,54,81
20,572,181,124,0,51,180
50,413,426,330,60,257,41
39,636,529,95,224,71,380
6,506,787,178,255,212,149
35,509,912,32,468,135,219
73,799,822,329,247,284,133
31,952,764,500,58,331,99
56,468,248,10,77,76,316
33,374,818,26,374,244,265
3,670,701,437,162,150,114
39,571,845,194,446,191,285
5,748,626,352,188,252,73
44,650,545,424,371,123,85
77,988,473,353,57,266,321
30,478,563,89,309,168,304
56,547,338,196,83,89,42
36,491,527,242,179,282,189
65,773,841,351,318,304,50
19,787,455,34,76,287,355
5,467,927,199,417,260,154
18,863,1008,438,294,328,335
11,876,999,395,227,399,290
29,481,866,342,475,78,47
20,881,929,245,262,379,316
73,704,587,267,45,303,47
4,1070,816,465,354,66,347
70,607,948,54,352,282,312
36,808,906,305,472,357,302
56,391,489,45,50,181,60
54,644,664,275,39,385,48
49,748,443,484,221,54,89
3,906,685,246,275,140,286
37,608,829,4,152,354,205
43,461,423,127,42,243,222
76,923,909,379,332,387,382
3,336,644,2,352,165,171
42,945,804,322,379,82,370
62,455,266,151,79,88,172
50,692,596,124,85,291,274
10,814,558,494,91,370,166
73,366,588,156,32,374,75
27,474,771,247,404,146,75
66,866,916,445,289,347,197
66,580,663,389,66,257,48
40,500,655,156,13,376,241
72,627,630,111,495,48,280
74,1066,548,409,246,149,337
12,799,826,389,72,377,307
73,669,760,429,61,316,195
8,494,742,310,127,373,119
36,1133,782,425,411,282,329
6,715,805,415,148,341,107
33,809,659,399,143,174,272
79,1005,754,448,309,96,280
15,621,643,469,351,53,97
60,851,687,179,82,289,391
19,568,1018,301,325,384,227
57,588,166,125,25,59,311
52,1098,596,485,57,229,350
64,856,574,395,306,83,287
49,537,505,215,21,381,149
48,715,547,476,266,42,190
29,805,781,258,152,242,190
58,827,1017,477,381,350,308
57,649,915,211,191,376,384
29,603,445,231,23,203,282
66,1227,875,490,390,295,394
25,884,588,407,20,302,256
55,691,382,90,102,203,244
71,910,833,428,257,345,158
31,878,823,468,385,103,277
54,548,632,64,148,202,84
17,633,318,139,12,93,157
13,355,834,40,336,191,256
55,1099,642,457,375,135,309
42,355,863,174,499,148,92
46,550,930,30,203,351,194
5,577,316,19,54,47,277
61,1070,892,348,408,131,398
65,632,501,165,138,306,239
6,574,720,212,30,348,211
71,913,703,406,91,366,391
32,711,713,124,229,222,319
18,514,423,161,45,92,240
65,633,722,124,321,222,387
45,723,602,460,181,175,201
65,897,685,410,268,336,394
30,780,634,442,57,207,97
76,295,453,58,163,216,86
40,723,507,411,302,127,71
19,805,473,166,47,198,328
26,413,564,210,17,389,112
76,598,804,281,353,289,86
3,513,854,271,363,331,137
55,576,737,68,474,183,397
60,791,860,145,422,330,330
4,621,426,274,7,339,262
24,863,676,347,198,242,190
55,540,780,197,449,175,169
72,532,801,214,168,318,206
18,536,392,48,105,48,109
20,775,542,432,145,96,144
21,943,914,436,383,226,354
22,993,704,452,242,366,216
9,965,1046,490,478,181,320
24,1010,301,425,59,138,366
43,794,613,316,217,128,294
52,641,779,394,294,318,80
79,512,384,79,80,55,373
2,881,1086,455,392,365,233
40,727,718,109,239,219,324
28,803,313,125,24,41,381
57,673,697,143,149,308,145
65,868,632,414,325,104,110
43,790,527,113,20,158,311
64,744,706,428,246,245,112
46,1021,665,402,182,376,386
6,398,1010,162,475,187,176
6,778,478,385,16,187,71
23,746,705,310,205,201,265
54,641,601,211,10,273,48
32,709,805,21,362,70,387
29,349,1016,124,450,203,109
67,751,975,255,472,359,290
43,679,655,311,79,197,53
39,650,811,42,125,290,242
11,1053,670,497,351,147,212
2,723,696,348,246,84,178
52,456,946,233,413,148,68
71,915,610,467,421,42,324
22,536,892,401,203,355,76
42,525,952,42,379,266,180
33,887,575,288,116,125,379
64,619,604,162,27,364,174
46,731,926,80,476,79,392
49,652,535,164,262,71,239
22,657,527,139,183,46,299
57,760,958,283,410,153,149
53,926,820,450,396,174,275
3,1057,650,398,470,80,345
48,473,839,10,256,184,184
30,766,941,301,347,395,299
18,532,620,188,183,361,161
20,861,411,365,159,199,123
23,1039,669,484,444,87,157
19,492,776,73,264,184,219
9,855,328,434,92,144,316
13,596,709,59,263,273,163
60,581,608,115,208,291,144
15,369,432,18,31,171,121
68,1096,867,312,478,103,385
4,1040,1072,350,395,305,389
49,771,754,320,343,40,397
46,582,903,7,299,308,188
76,583,721,166,278,237,335
78,516,886,396,203,356,73
1,680,904,22,464,346,329
33,705,866,67,351,193,272
62,911,818,496,203,282,211
76,489,521,328,101,184,98
32,365,311,72,3,159,231
69,674,611,9,65,204,277
32,599,599,21,117,350,303
38,625,815,205,341,236,139
78,595,304,239,137,53,235
33,613,682,130,229,98,89
46,653,510,246,49,273,215
40,972,684,287,434,63,352
24,841,494,410,128,133,372
39,478,692,204,352,274,196
47,161,1013,42,470,282,54
70,1004,555,385,211,248,243
69,807,281,192,106,127,271
63,339,435,16,98,201,138
16,468,1052,57,476,263,112
19,538,573,57,123,303,341
45,550,872,210,330,359,211
31,1085,612,306,88,128,400
19,748,786,136,253,250,339
62,626,920,222,471,286,118
65,640,548,265,79,109,173
3,625,419,67,93,246,321
26,534,626,31,202,122,369
8,783,546,272,350,77,383
69,760,570,367,376,108,134
31,704,510,263,73,49,328
62,903,568,368,393,119,249
19,743,915,117,443,336,388
76,854,513,339,346,57,341
43,465,488,158,48,80,179
1,621,420,136,63,206,240
0,471,713,116,174,271,196
59,619,642,293,158,233,256
37,606,368,104,4,77,279
79,511,828,8,175,354,147
53,557,911,244,394,129,98
47,847,544,257,74,70,307
7,741,582,277,359,150,153
63,876,551,349,119,233,337
36,953,792,407,385,68,191
14,636,736,112,330,104,259
13,659,729,44,486,65,321
57,610,401,86,4,154,231
63,421,891,217,453,54,50
1,598,888,267,180,389,161
27,625,843,330,444,184,119
62,893,297,477,69,97,235
77,815,702,159,248,208,336
56,414,703,144,175,229,90
47,412,717,46,264,216,182
4,719,722,355,131,291,80
28,1203,465,499,220,123,371
34,881,869,110,369,198,380
50,869,704,410,107,300,291
43,488,621,139,114,383,148
42,1074,480,424,277,51,253
78,972,886,421,400,398,260
69,532,710,146,87,233,192
13,779,459,177,104,152,305
19,831,731,393,254,400,369
8,549,489,58,121,205,326
11,1023,633,415,277,198,253
58,986,590,476,66,129,238
40,868,678,299,250,165,312
63,575,524,102,150,319,227
64,782,723,483,213,366,179
42,1148,700,480,258,303,286
78,380,735,88,210,241,114
70,937,984,325,499,90,396
38,504,502,8,184,113,314
55,847,565,282,100,249,267
50,801,885,155,339,282,352
74,954,939,269,217,345,285
12,474,560,97,190,165,194
24,502,679,41,232,252,164
20,708,690,355,81,276,71
40,1058,605,394,246,55,339
78,371,616,59,200,110,60
53,739,494,423,181,231,212
76,751,789,235,342,182,301
30,542,1190,207,475,390,214
72,742,711,205,210,178,139
19,399,539,6,109,379,163
30,501,793,108,77,342,206
34,866,950,443,362,262,360
33,816,400,304,160,131,254
10,887,991,456,338,327,383
3,756,617,392,122,395,236
55,1005,822,419,242,267,287
24,507,668,218,385,73,186
5,483,644,142,387,71,175
17,522,726,188,309,371,114
1,451,801,162,346,363,205
63,583,295,113,118,69,270
43,264,715,53,55,260,52
55,896,966,407,498,352,357
53,703,567,229,396,55,225
46,513,378,4,2,58,331
46,755,468,485,139,103,89
72,871,504,334,90,130,353
36,898,472,390,24,310,164
44,941,736,369,126,315,289
46,737,810,441,191,363,165
68,710,628,385,434,77,40
42,821,601,461,162,321,102
46,570,822,410,380,318,63
49,628,609,137,332,64,356
18,911,655,427,277,324,192
53,229,659,105,451,120,83
29,619,474,63,233,46,234
25,593,1054,157,464,321,305
58,1048,521,412,37,348,242
22,808,651,299,155,244,387
74,647,494,255,94,127,283
59,466,721,119,387,116,211
60,653,616,250,187,55,83
4,756,655,478,7,345,135
13,921,665,395,38,394,182
26,698,554,114,154,162,354
18,757,1075,242,448,375,290
78,389,598,81,353,160,252
11,604,922,113,474,186,332
32,430,792,274,224,244,93
68,529,704,88,281,169,290
65,712,1199,237,457,371,347
20,561,530,208,261,194,189
36,494,856,18,317,307,76
2,935,1166,436,379,387,374
6,870,868,372,318,250,206
1,932,1040,310,376,289,392
58,524,602,388,117,317,60
23,632,859,150,395,105,177
25,699,569,317,324,84,290
51,573,891,319,385,285,88
57,591,852,377,398,73,49
5,1000,676,465,159,399,228
3,819,565,302,122,266,392
20,370,851,201,395,378,122
26,712,660,283,334,78,230
9,1043,873,410,463,116,244
55,759,400,305,113,45,73
71,755,554,307,107,288,294
56,986,980,402,305,292,229
26,607,546,460,261,219,97
68,533,338,303,9,150,72
67,927,736,443,250,146,362
62,918,269,275,170,43,265
66,485,584,73,263,261,41
39,998,976,379,485,122,264
4,567,1042,67,414,396,373
22,518,688,278,77,246,104
3,745,910,377,438,79,52
28,1103,196,442,16,98,301
8,157,751,31,277,390,47
43,511,234,20,80,76,127
21,696,733,42,366,287,371
23,433,532,27,130,189,256
50,715,808,473,217,222,201
48,766,644,370,442,144,169
61,1167,611,481,187,279,331
16,964,618,256,341,136,320
10,516,587,87,9,371,387
50,712,357,387,261,44,55
40,685,425,315,93,277,199
42,961,557,477,256,151,93
51,485,500,159,178,202,282
58,497,722,74,167,285,187
75,913,713,201,425,121,397
2,411,741,40,417,84,320
73,879,459,430,10,326,331
19,717,711,117,157,226,338
65,612,867,446,393,227,105
63,689,653,373,136,185,46
79,407,858,56,370,309,103
15,572,796,151,245,343,282
73,1015,639,496,337,131,286
21,814,779,215,247,164,211
62,697,649,126,221,328,244
5,344,1112,191,486,292,110
45,760,473,271,197,54,362
48,967,828,399,396,80,241
2,986,732,422,147,309,310
41,782,459,481,56,202,153
43,711,283,20,27,69,313
30,542,318,13,189,62,357
48,694,644,353,211,132,173
13,1021,719,377,490,114,260
23,770,876,245,426,182,232
16,415,545,112,256,204,239
65,607,567,252,165,109,157
34,584,856,333,311,220,112
57,749,492,8,205,166,362
58,634,516,336,6,120,247
4,876,968,479,356,398,54
33,573,796,142,286,315,104
58,822,839,365,438,56,103
79,896,611,448,127,257,308
35,358,781,66,122,266,178
20,779,805,357,160,316,128
54,563,583,389,256,71,66
20,709,309,273,129,131,146
62,1034,522,463,79,374,326
11,557,624,175,260,231,319
19,919,844,281,355,335,244
52,753,780,411,46,335,146
52,768,1103,205,445,316,284
66,486,531,109,30,299,43
59,807,633,306,204,233,199
47,640,786,399,178,311,71
28,665,733,235,429,180,389
24,635,404,418,114,52,160
0,682,512,299,305,144,151
73,456,748,149,96,272,231
33,752,575,377,230,226,141
59,570,698,89,309,293,215
70,888,907,330,159,390,268
35,673,873,70,459,105,243
27,483,792,386,378,75,44
20,411,681,115,280,269,203
2,896,782,133,261,375,374
66,829,577,204,40,178,277
8,572,1070,347,411,276,166
72,704,665,352,202,237,151
29,1016,647,245,493,71,381
19,417,823,103,218,297,63
66,505,842,97,379,334,85
22,475,650,46,56,349,248
44,785,698,386,271,273,160
55,862,339,353,72,109,171
58,655,739,258,221,158,73
65,924,878,409,140,384,353
15,898,655,481,105,284,53
41,999,574,304,124,298,303
22,622,492,389,289,73,143
4,718,586,179,426,43,199
68,860,663,327,8,274,194
8,534,697,102,160,166,202
20,697,773,217,169,374,335
58,458,808,243,282,156,42
24,939,612,310,270,294,379
25,852,583,463,16,224,324
40,855,864,357,466,282,249
69,676,659,158,159,369,244
1,668,780,219,184,321,345
72,569,492,2,130,233,363
59,534,1048,396,338,388,81
66,843,958,397,271,351,166
45,574,563,128,159,44,256
